synset	word	csco
05474976-n	fibra_motora	99.0
08709038-n	Caribe	99.0
00684480-a	decisivo	99.0
00684480-a	decisorio	99.0
02248693-a	étnico	99.0
00084956-a	non_agresivo	99.0
14630769-n	pares_de_base	99.0
00884007-a	intelixente	99.0
06011793-n	interceptar	99.0
00478262-n	fútbol	99.0
02528206-a	gastado	99.0
10809223-n	Esopo	99.0
02527498-n	Congro	99.0
14866605-n	ferrocianuro	99.0
09354142-n	Microscopium	99.0
02158301-a	vidente	99.0
15024606-n	mioglobina	99.0
07098989-n	anacoluto	99.0
10832731-n	Lucille_Ball	99.0
15009474-n	sal_de_Rochelle	99.0
15009474-n	tartarato_de_sodio_e_potasio	99.0
15009474-n	sales_de_Rochelle	99.0
05268965-n	tecido_graxo	99.0
05268965-n	graxa	99.0
05268965-n	tecido_adiposo	99.0
02345194-a	ben_feito	99.0
14793533-n	feluxe	99.0
14793533-n	negro_de_carbón	99.0
14793533-n	tisne	99.0
14793533-n	negro_de_fume	99.0
14793533-n	borra	99.0
00461311-a	nubrado	99.0
00461311-a	anubrado	99.0
00461311-a	encapotado	99.0
00461311-a	cuberto	99.0
00461311-a	toldado	99.0
05429658-n	omento_gastrocólico	99.0
05429658-n	omento_maior	99.0
05429658-n	epíploon_maior	99.0
05429658-n	epíploon_gastrocólico	99.0
09722817-n	chicano	99.0
06859401-n	oitava	99.0
07737745-n	cacahuete	99.0
03601840-n	vigueta	99.0
03754295-n	metanfetamina	99.0
06706676-n	medalla	99.0
00615457-a	non_convincente	99.0
13166338-n	familia_dos_fentos	99.0
02315487-n	braquiópodo	99.0
02256437-a	con_contras	99.0
02256437-a	con_contraventás	99.0
10890868-n	Johnny_Appleseed	99.0
09984659-n	cliente	99.0
14001031-n	autonomía	99.0
14001031-n	autosuficiencia	99.0
00990442-a	engurrado	99.0
05284851-n	arco_cigomático	99.0
05284851-n	arcus_zygomaticum	99.0
02578510-v	celebrar	99.0
02578510-v	oficiar	99.0
11197743-n	Edward_R._Murrow	99.0
02968525-a	asiático	99.0
00039211-n	interacción	99.0
06239655-n	Xainismo	99.0
01865807-a	arábel	99.0
01865807-a	arable	99.0
01865807-a	cultivábel	99.0
01865807-a	cultivable	99.0
14714353-n	toxina_épsilon_de_Clostridium_perfringens	99.0
14714353-n	toxina_épsilon	99.0
02030935-a	de_esquerdas	99.0
03113271-a	sacrificial	99.0
15048293-n	virucida	99.0
15048293-n	viricida	99.0
13388245-n	moeda	99.0
05300926-n	sistema_visual	99.0
10938199-n	Plácido_Domingo	99.0
14069747-n	salmonelose	99.0
03646916-n	filigrana	99.0
00315109-a	omnívoro	99.0
01587077-a	terríbel	99.0
01587077-a	desagradable	99.0
01587077-a	terrible	99.0
01587077-a	desagradábel	99.0
09107305-n	Poplar_Bluff	99.0
11045796-n	Robert_Herrick	99.0
14775729-n	carbonato_de_hidróxeno	99.0
14775729-n	bicarbonato	99.0
06215495-n	Maoísmo	99.0
14759515-n	pel_de_cabra	99.0
15088440-n	resina_de_vinilo	99.0
15088440-n	resina_de_polivinilo	99.0
15088440-n	polímero_de_vinilo	99.0
05603342-n	crista	99.0
02376562-a	antipático	99.0
02376562-a	desagradable	99.0
02376562-a	desagradábel	99.0
12936826-n	comiño	99.0
01611746-v	estender	99.0
02360351-a	non_sorprendente	99.0
14893881-n	aceite_de_asento	99.0
06362260-n	hierático	99.0
09359031-n	Moray_Firth	99.0
09594093-n	Cibeles	99.0
02432983-n	alce	99.0
02424949-a	cuberto	99.0
02424949-a	ateigado	99.0
00614680-a	non_ramificado	99.0
14825982-n	metil	99.0
14825982-n	fenol	99.0
14825982-n	cresol	99.0
03030663-n	cigarro	99.0
03030663-n	tabaco	99.0
14944317-n	Lysol	99.0
02080577-a	satisfactorio	99.0
14995061-n	prusiato_amarelo_de_potasio	99.0
14995061-n	ferrocianuro_de_potasio	99.0
02376995-a	alopátrida	99.0
01227546-a	ignominioso	99.0
00329695-a	non_poroso	99.0
00329695-a	sen_poros	99.0
01066070-a	escravo	99.0
14607131-n	hidroxiprolina	99.0
05244619-n	placa_arterial	99.0
07132937-n	sandhi	99.0
11310523-n	Stephen_Spender	99.0
15100112-n	madeira_dura	99.0
06262176-n	hipertexto	99.0
02435671-a	inaturábel	99.0
02435671-a	intolerábel	99.0
02435671-a	insoportábel	99.0
02435671-a	inaturable	99.0
02435671-a	intolerable	99.0
