synset	word	csco
01290133-v	egokitu	99.0
01290133-v	eman	99.0
00327683-n	berakada	99.0
04258859-n	soldagailu	99.0
10577284-n	saltzaile	99.0
80000015-n	kafe_patarduna	99.0
80000015-n	pattar-kafea	99.0
06713512-n	erantzuki	99.0
04612373-n	iola	99.0
11450566-n	energia_elektriko	99.0
11450566-n	elektrizitate	99.0
11450566-n	argindar	99.0
80000015-v	gal-gal_egin	99.0
80000015-v	bor-bor_egin	99.0
80000015-v	irakin	99.0
80000501-n	zuzentzaile	99.0
01127379-n	burutze	62.0
01127379-n	indarrean_jartze	62.0
03775071-n	eskularru	99.0
03775071-n	eskuzorro	99.0
00912960-n	ekoizte	99.0
06613056-n	aipamen	99.0
06613056-n	aipu	99.0
11743294-n	ihi	99.0
01215719-n	kontsolamendu	99.0
04326084-n	silarri	99.0
04326084-n	harlandu	99.0
05842387-n	gotiko	99.0
05156822-n	handicap	99.0
02467662-v	zatikatu	99.0
02467662-v	zatitu	99.0
02467662-v	banatu	99.0
01785971-v	haserretu	99.0
01785971-v	asaldatu	99.0
01785971-v	sumindu	99.0
01785971-v	ernegatu	99.0
02055649-v	larritu	99.0
02055649-v	higitu	99.0
02055649-v	lehiatu	99.0
02055649-v	estutu	99.0
02055649-v	presatu	99.0
02055649-v	mugitu	99.0
01527271-v	altxagarria_ipini	99.0
01527271-v	ziria_jarri	99.0
02421374-v	libratu	99.0
02421374-v	jaregin	99.0
02421374-v	aske_utzi	99.0
02421374-v	askatu	99.0
00420434-v	teinkatu	99.0
00420434-v	estutu	99.0
00420434-v	luzatu	99.0
00470966-n	errugbi	99.0
08574314-n	eskualde_geografiko	99.0
00876200-v	argibideak_eman	99.0
13482330-n	isuri	99.0
13482330-n	jario	99.0
15039568-n	betun	99.0
80000211-n	elubiazio	99.0
04168541-n	arraste-inguraketako_sare	99.0
04168541-n	senu	99.0
00306102-n	aireratze	99.0
03624134-n	aizto	99.0
03624134-n	ganibet	99.0
03624134-n	labana	99.0
04577769-n	azote	99.0
04577769-n	zigor	99.0
04577769-n	azorria	99.0
04577769-n	zartailu	99.0
00767826-n	eraso	99.0
00767826-n	oldar	99.0
00767826-n	ekintza	99.0
00767826-n	erasoaldi	99.0
01406565-n	euglena	96.0
06731186-n	alegazio	99.0
03002948-n	kaliza	99.0
04220036-n	habetzan	99.0
14127782-n	hartutako_immunoeskasiaren_sindrome	99.0
14127782-n	hies	99.0
10132988-n	mizkin	99.0
10132988-n	jatun	99.0
10132988-n	lamiti	99.0
10132988-n	tripazain	99.0
10132988-n	gozozale	99.0
10132988-n	litxarrero	99.0
10132988-n	tripontzi	99.0
10132988-n	asezin	99.0
10132988-n	tripandi	99.0
02732072-n	akuario	99.0
02732072-n	arrain-ontzi	99.0
13914473-n	poltsiko	99.0
13914473-n	poltsa	99.0
07526757-n	bozkario	99.0
07526757-n	zorion	99.0
07526757-n	poz	99.0
07526757-n	zoriontasun	99.0
07526757-n	alaitasun	99.0
07526757-n	poztasun	99.0
13723577-n	kilate	99.0
07799278-n	arraba	99.0
07799278-n	arbi	99.0
09181557-n	mania	62.0
14108324-n	arteriosklerosi	99.0
13343774-n	pote	99.0
13343774-n	diru-pote	99.0
10742005-n	aretozain	99.0
02921592-n	bureta	99.0
04156140-n	zurdaki	96.0
00626428-v	goraki_irakurri	99.0
00626428-v	ozen_irakurri	99.0
00626428-v	ahots_ozenez_irakurri	99.0
00626428-v	ozenki_irakurri	99.0
01821423-v	interesatu	99.0
01821423-v	interesa_izan	99.0
01821423-v	interesgarri_izan	99.0
05982152-n	asmo	99.0
02735688-n	eremu	99.0
07827554-n	txarpoil	99.0
01408297-v	bota	99.0
01408297-v	jaurti	99.0
01319738-v	zerraz_moztu	99.0
01319738-v	zerraz_zatitu	99.0
01319738-v	zerraz_pikatu	99.0
01319738-v	zerraz_ebaki	99.0
01319738-v	zerratu	99.0
06330528-n	partizipio	99.0
10171456-n	herbario	99.0
80000674-n	profilaren_erresistentzia	99.0
02717701-v	esekita_egon	99.0
02717701-v	zintzilik_egon	99.0
02717701-v	dilindan_egon	99.0
14769160-n	hausterre	99.0
14769160-n	errauts	99.0
15143276-n	heriotza	99.0
05836598-n	nozio	99.0
00709521-n	desinfekzio	99.0
03456186-n	gris	99.0
06825399-n	tipografia	99.0
02849154-n	burusi	99.0
02849154-n	ohe_estalki	99.0
02849154-n	manta	99.0
02849154-n	tapaki	99.0
12552309-n	astorki	99.0
05387544-n	birika	99.0
15126361-n	kretazeo	99.0
10045454-n	pedagogo	99.0
03039827-n	tindategi	99.0
02060411-n	gabai	99.0
03641947-n	altzo	99.0
03641947-n	magal	99.0
03641947-n	galtzar	99.0
00315307-n	kabotaje	99.0
01232842-n	bisita	99.0
01232842-n	bisitaldi	99.0
01232842-n	ikustaldi	99.0
01232842-n	agerraldi	99.0
03089014-n	kanal	99.0
03089014-n	ubide	99.0
07552087-n	umore_txar	99.0
06417467-n	salmotegi	99.0
06417467-n	salmo-liburu	99.0
04703104-n	irakurgarritasun	92.0
06944820-n	eslovakiera	99.0
02133435-v	uste_izan	99.0
02133435-v	iruditu	99.0
02133435-v	irudi	99.0
02133435-v	irudi_izan	99.0
02133435-v	-i_iritzi	99.0
02133435-v	begitandu	99.0
02133435-v	eman	99.0
01105259-n	garraio	99.0
10378780-n	operadore	62.0
12248574-n	ahabi	99.0
02285205-v	ordaindu	99.0
02285205-v	dirua_itzuli	99.0
08437721-n	sasitza	99.0
15224692-n	sententzia	99.0
09184136-n	barren	99.0
09184136-n	barne	99.0
09184136-n	barru	99.0
09184136-n	kontzientzia	99.0
14519097-n	baso-soiltze	99.0
14519097-n	deforestazio	99.0
04819285-n	irakurgarritasun	99.0
07946851-n	etsai	99.0
07946851-n	arerio	99.0
07946851-n	kontrario	99.0
07946851-n	kontrako	99.0
07946851-n	aurkako	99.0
00149296-v	lasaitu	99.0
00149296-v	baretu	99.0
04208427-n	pala	99.0
04208427-n	burtzin	99.0
04208427-n	bertzun	99.0
00719494-n	eginbehar	99.0
00719494-n	betebehar	99.0
00719494-n	behar	99.0
00719494-n	eginkizun	99.0
00719494-n	egiteko	99.0
00719494-n	betekizun	99.0
00719494-n	zeregin	99.0
01042242-n	meza	99.0
00796976-v	destaina_egin	99.0
00796976-v	arbuiatu	99.0
00796976-v	erdeinatu	99.0
00796976-v	mesprezatu	99.0
00796976-v	gutxietsi	99.0
13655262-n	milia	92.0
04990021-n	karranka	99.0
04990021-n	kirrinka	99.0
07536245-n	erruduntasun	99.0
07536245-n	erru	99.0
80000552-n	loina_handi	99.0
03058603-n	jakak_egiteko_ehuna	99.0
03501614-n	buru	99.0
06290637-n	forma	99.0
07343195-n	errepikapen	89.0
04494906-n	aloz	99.0
04494906-n	azpildura	99.0
13128976-n	erraki	99.0
00411384-n	elkarlan	99.0
00411384-n	kooperazio	99.0
00411384-n	lankidego	99.0
00411384-n	lankidetza	99.0
05539947-n	buru-larruazal	99.0
05539947-n	buru-azal	99.0
05539947-n	buruko_ile-larru	99.0
09490756-n	erraldoi	99.0
00416705-v	parekatu	99.0
00416705-v	berdindu	99.0
13349395-n	berme	99.0
13349395-n	abal	99.0
13349395-n	fidantza	99.0
13450206-n	errekuntza	99.0
10634316-n	espekulatzaile	99.0
01198307-n	prozesamendu	99.0
08456993-n	ordena	99.0
00717468-n	bustiketa	62.0
00251013-n	garbiketa	99.0
00251013-n	txukunketa	99.0
10200781-n	pertsonaia	99.0
10200781-n	pertsona_sonatu	99.0
10200781-n	pertsona_ospetsu	99.0
10200781-n	pertsona_famatu	99.0
03391770-n	armazoi	99.0
03391770-n	euskarri	99.0
11450869-n	uhin_elektromagnetiko	99.0
11450869-n	erradiazio_elektromagnetiko	99.0
03767459-n	kopiagailu	99.0
03767459-n	multikopista	99.0
00164152-n	izendatze	99.0
00164152-n	izendapen	99.0
08640392-n	ontziola	99.0
08640392-n	ontzitegi	99.0
07752966-n	Korintoko_mahaspasa	99.0
03080633-n	konpas	99.0
09627117-n	aurrelari	99.0
09627117-n	aitzindari	99.0
13871134-n	tangente	99.0
14086143-n	epilepsia	99.0
02257370-v	elkarri_egin	99.0
02257370-v	trukatu	99.0
08087570-n	protestantismo	99.0
09797606-n	antzinakoen_saltzaile	99.0
09797606-n	antigoalekoen_saltzaile	99.0
09797606-n	antigoalekoen_merkatari	99.0
09797606-n	antzinakoen_merkatari	99.0
09797606-n	antikuario	99.0
02808440-n	bainuontzi	99.0
09749880-n	somaliar	99.0
10133850-n	FBIko_agente	99.0
15165490-n	eguerdi	99.0
00898518-n	ordezkapen	99.0
10036929-n	danborrari	99.0
10036929-n	danbor	99.0
10036929-n	danbor-jole	99.0
00325785-n	alpinismo	99.0
00325785-n	mendizaletasun	99.0
01180557-n	men_ez_egite	99.0
08630039-n	eremu	99.0
08630039-n	alde	99.0
08630039-n	alderdi	99.0
08630039-n	bazter	99.0
02024367-v	bultza_egin	99.0
02024367-v	sakatu	99.0
02024367-v	bultzatu	99.0
